"CENSUS_ID","LENGTH","PRE_DIR","the_geom","STREET_NAM","STREET_TYP","SUF_DIR","ROUTE_NUMB","CFCC","F_ZLEVEL","T_ZLEVEL","TRAVEL_DIR","ONEWAY","SPEED","L_MUNI","R_MUNI","GlobalID"
"40,145","374.902",,"MULTILINESTRING ((-77.05269130686779 39.040088362754304, -77.05275082789068 39.04023557345317, -77.05281828676904 39.040402771325326, -77.05288794972802 39.04057597476185, -77.05308635968743 39.041070536239964))","GRANDVIEW","AVE",,,"A40","0","0","2",,"30","MCG","MCG","83a5d789-f7f4-48a5-b9e4-b1b855d856bc"
"113,354","570.35",,"MULTILINESTRING ((-77.15728841420623 39.0399480438351, -77.15763294270008 39.04011892742242, -77.15806861623223 39.040309937199524, -77.15850473219251 39.04050094475108, -77.15883989341452 39.04061366393088, -77.15905219247934 39.04069179853621))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","500fd2d5-e074-4edd-adc8-c11e72aef32b"
"37,605","402.017",,"MULTILINESTRING ((-77.17259235788171 39.03988332077981, -77.17258158971866 39.03997986408731, -77.17257302612613 39.04007812108956, -77.17256851959753 39.04021609792331, -77.17257221563803 39.04028842408489, -77.17257899210384 39.0403606601266, -77.17258884130631 39.040429630696636, -77.17260222373051 39.04050374419612, -77.17261691043598 39.04057124921394, -77.17264352831515 39.04065881393166, -77.17267058635373 39.040746378893246, -77.17270520220812 39.040865335904044, -77.17274814767666 39.04097098102143))","GAINSBOROUGH","RD",,,"A30","0","0","2",,"40","MCG","MCG","1f2e7f3e-2633-4b10-ae99-6f4106779319"
"33,750","515.011",,"MULTILINESTRING ((-77.05269130686779 39.040088362754304, -77.0529939938909 39.03996072446419, -77.05332396803621 39.03983839134673, -77.05376568213126 39.03966049265941, -77.0540969405451 39.039492854086696, -77.05427026168982 39.03939804819445))","ENNALLS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","d95a749d-2223-46e7-ab54-5ce25c66febe"
"81,429","536.687",,"MULTILINESTRING ((-77.15585560210218 39.03899652290666, -77.155947294762 39.03906753070752, -77.15604209356685 39.03915011783726, -77.15618184782673 39.039263104973784, -77.15633876712636 39.03937615549492, -77.15652874942123 39.039515244607095, -77.15668522839715 39.039628208769784, -77.15689759989812 39.03974109781842, -77.15704872226148 39.03981931804876, -77.15728841420623 39.0399480438351))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","f0ae2463-5c9a-4f08-af38-0f1a9f5663af"
"10,494","814.227",,"MULTILINESTRING ((-77.04867876273411 39.03908003455054, -77.04870177008844 39.03925995294167, -77.04870050430664 39.039339577939614, -77.04869307734296 39.03941920549922, -77.04867596849913 39.03949883708338, -77.04866150012825 39.03957846756601, -77.04864703172557 39.039658098946234, -77.04863256328996 39.03973772942246, -77.04861809482198 39.039817359895515, -77.04860362632157 39.039896990365314, -77.04858871770122 39.039976621014645, -77.04857292887179 39.040056252926696, -77.04855537965183 39.04013588466463, -77.04853827048176 39.040215516216, -77.04852028109416 39.040295148128344, -77.04850185157622 39.04037478021886, -77.04848342201699 39.040454412305024, -77.0484649924172 39.04053404528772, -77.04844744295873 39.04061367700103, -77.04842945336894 39.040693308892365, -77.04841013896872 39.0407663347829, -77.04837282764763 39.04090843865473, -77.04835088952557 39.041006434281435, -77.048297302773 39.04116081478218, -77.04825513577471 39.04128198487189))","AMHERST","AVE",,,"A40","0","0","2",,"30","MCG","MCG","17dbc974-529e-4148-b282-dc31f6766050"
"35,528","623.947",,"MULTILINESTRING ((-77.09999245253515 39.03907087174868, -77.10009410975627 39.03906958408417, -77.1003123789356 39.03906047380173, -77.1005328553087 39.03905702371649, -77.10077621050844 39.039048920648604, -77.10099140146248 39.03904238626869, -77.10122419039637 39.039032146553346, -77.1013764573458 39.03903029873504, -77.10153796484565 39.03902844270343, -77.10169154474015 39.03902230277201, -77.10192258047793 39.039016352854176, -77.10207000003528 39.039010819531875, -77.10218750191228 39.0390108025905))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","cd1155cf-1e73-4381-92c6-f95fdefbdca7"
"35,529","279.821",,"MULTILINESTRING ((-77.10218750191228 39.0390108025905, -77.10234547808662 39.03900156908098, -77.10243612893284 39.03899737127721, -77.10259323073667 39.038991399135426, -77.1027846627816 39.038988915212, -77.10303681858342 39.03898122850193, -77.10317103010779 39.03897115722188))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","6e247e69-e999-4fc8-98a1-d21b1803b29b"
"35,530","456.658",,"MULTILINESTRING ((-77.10317103010779 39.03897115722188, -77.10333386464436 39.03897410247028, -77.10352793061492 39.03896715238653, -77.10376116655074 39.038961282470595, -77.10391738772346 39.03895591017322, -77.10406260095041 39.0389465145215, -77.10424259362924 39.03894523916419, -77.10443753959441 39.03893828678856, -77.10463864779102 39.03893210147592, -77.10477726710984 39.038927772490865))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","add591c1-b405-4304-9ae2-767f311f0708"
"69,987","249.822",,"MULTILINESTRING ((-77.04867876273411 39.03908003455054, -77.0489603782074 39.03902431724942, -77.0490624638744 39.03900496922754, -77.04916454948535 39.038985620215776, -77.04926663486314 39.03896601438383, -77.04953240967127 39.03891485056506))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","e1e87e83-59a4-431b-8924-913bd13084f1"
"35,531","349.78",,"MULTILINESTRING ((-77.10477726710984 39.038927772490865, -77.10492248890803 39.03892352390154, -77.10506594908401 39.03891919113616, -77.10522393038933 39.038913815514995, -77.10538675943013 39.03891229619377, -77.10554165542287 39.038903747561356, -77.10566795682892 39.03890243283304, -77.10583605531701 39.03889395836994, -77.10593857510311 39.03888108041498, -77.10600368673204 39.038866606684735))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","4dc4fcaa-9586-46fe-9282-4fece2a3bfa2"
"35,532","149.118",,"MULTILINESTRING ((-77.10600368673204 39.038866606684735, -77.10606879372763 39.03884981603542, -77.1061360932919 39.038827789647534, -77.10620425915118 39.0387964957878, -77.10626010706723 39.03876813079892, -77.10632386842943 39.03873443840314, -77.10646195787953 39.03867038951017))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","02c29b05-8734-4644-a805-9a6a66e92afc"
"69,988","383.499",,"MULTILINESTRING ((-77.04953240967127 39.03891485056506, -77.05080011472698 39.03867483207971, -77.05084455700752 39.0386667478233))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","58b514af-b4d3-4017-bd20-59aabe65ba04"
"131,710","10.1789",,"MULTILINESTRING ((-77.05084455700752 39.0386667478233, -77.05087931844815 39.03865995411638))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","9abfbb18-9d7d-48c8-9128-806f95ceeb1a"
"69,989","17.5308",,"MULTILINESTRING ((-77.05087931844815 39.03865995411638, -77.0509391608517 39.038648173407395))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","f57c9bcd-2f38-4188-ba9d-636386e1040a"
"131,711","181.063",,"MULTILINESTRING ((-77.0509391608517 39.038648173407395, -77.05155826821542 39.03852975198089))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","2e77658e-a217-4b03-b417-f280555c4751"
"35,533","507.155",,"MULTILINESTRING ((-77.10646195787953 39.03867038951017, -77.10659873468121 39.03861080426853, -77.10675093497889 39.0385659627955, -77.1068270412999 39.03854770327754, -77.10693527369611 39.03852967109682, -77.10700743534588 39.03852214012644, -77.10716276571848 39.0385097289728, -77.10723229551323 39.03850794925203, -77.10730182517418 39.038506083012194, -77.10751525422236 39.03849996703757, -77.10775332916077 39.03849408562085, -77.10795312234387 39.03849235664078, -77.10818328026335 39.03849017047382, -77.10820924318357 39.038489031271006))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","ceb6cac1-4374-4219-8579-d045a2e182a8"
"131,684","52.0037",,"MULTILINESTRING ((-77.10820924318357 39.038489031271006, -77.10835534038183 39.03848237514785, -77.10839186216765 39.03847925245186))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","a94074d7-6790-4bca-8a32-58282c48d62e"
"131,685","79.2415",,"MULTILINESTRING ((-77.10839186216765 39.03847925245186, -77.1086690744731 39.03845479962885))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","838b242b-f911-4868-aacb-5e9ad9eda69e"
"69,990","222.626",,"MULTILINESTRING ((-77.05155826821542 39.03852975198089, -77.05181348279929 39.0384853653295, -77.05214525738045 39.03842438443116, -77.05232258804728 39.0383944461164))","REEDIE","DR",,,"A40","0","0","2",,"30","MCG","MCG","159cd711-e4b6-4933-9e89-f5ef973d3b08"
"40,144","629.318",,"MULTILINESTRING ((-77.05232258804728 39.0383944461164, -77.05233714808371 39.03844540569371, -77.0523429064452 39.03849619805067, -77.0523385477332 39.03855343032467, -77.05233245859311 39.03865133408677, -77.05233033028259 39.03874940722981, -77.05233081104176 39.038804749236924, -77.05233525631282 39.038865237605464, -77.05234190187134 39.038925553835085, -77.05235162788598 39.03898569753175, -77.05236619715218 39.03904901261709, -77.05238825283233 39.039119103852165, -77.05241736940006 39.03921570368526, -77.05247251307844 39.03939655098874, -77.05249986498036 39.03948697472671, -77.05252765697315 39.03957731178117, -77.0526044077911 39.03981546519648, -77.05269130686779 39.040088362754304))","GRANDVIEW","AVE",,,"A40","0","0","2",,"30","MCG","MCG","0bc2bc58-cabd-40fe-aba0-1ee22532a3b5"
"35,527","622.62",,"MULTILINESTRING ((-77.09809025472047 39.038317162608166, -77.09815851897675 39.03835503044499, -77.09822722350019 39.03839298254856, -77.09835186137634 39.03846229261617, -77.09841087714838 39.03849501903735, -77.09867865213239 39.03864357521563, -77.09887551411732 39.03874894634941, -77.09905036641194 39.03884901558487, -77.099197473088 39.03893486534584, -77.0992639676716 39.03896518253232, -77.09933222012495 39.03899369746737, -77.09939562346932 39.03901629544749, -77.09945945782557 39.03903237205398, -77.09953869579014 39.03904894989139, -77.09961528977448 39.03906218431202, -77.09968087445777 39.03907105191705, -77.09975349698196 39.03907742544716, -77.09984283372779 39.03907743485815, -77.09999245253515 39.03907087174868))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","98ced276-4f60-44ff-b7c8-9350973d2095"
"164,997","23.633",,"MULTILINESTRING ((-77.05255569491155 39.03821226885564, -77.05263621690221 39.0381959297958))","REEDIE","DR",,,"A40","0","0","1","Y","30","MCG","MCG","9c2d679e-ec82-49d8-a60e-503543d60db3"
"164,998","22.9694",,"MULTILINESTRING ((-77.05258381615856 39.03815313779672, -77.05255569491155 39.03821226885564))","REEDIE","DR",,,"A40","0","0","1","Y","30","MCG","MCG","639fe063-a303-4179-90e5-6cd82a277955"
"164,276","353.496",,"MULTILINESTRING ((-77.04849547498769 39.03812049651749, -77.04849945256544 39.03814529149576, -77.04851358926625 39.03822491012845, -77.04852772599929 39.03830452965883, -77.04854318299682 39.03838414773775, -77.0485590801072 39.0384637656307, -77.04857585741078 39.03854338315487, -77.0485930748311 39.038623000492485, -77.04861161252998 39.03870261817872, -77.04863015026964 39.038782234959825, -77.04865044837386 39.03886185100497, -77.04867876273411 39.03908003455054))","AMHERST","AVE",,,"A40","0","0","2",,"30","MCG","MCG","55ddc156-0766-49be-b7d2-32ee894a350f"
"81,423","373.409",,"MULTILINESTRING ((-77.14411840663857 39.0380387330034, -77.14425619172589 39.038059070265845, -77.14434902900331 39.03804977474015, -77.14454702315149 39.03802996747259, -77.14471379080709 39.03801894986905, -77.14482995142569 39.03800936839314, -77.1449461086935 39.037998156336144, -77.14509174149745 39.03798227385417, -77.14523737276545 39.03796510393218, -77.14541906351754 39.03793544882125))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","ae9febcd-6fd5-492e-a9c5-6f155ee883ad"
"81,424","31.1549",,"MULTILINESTRING ((-77.14541906351754 39.03793544882125, -77.14552374934455 39.03790992032204))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","55b32fb5-b421-4a6a-aaa1-4399f5f904f2"
"131,278","70.1489",,"MULTILINESTRING ((-77.14552374934455 39.03790992032204, -77.14575731308288 39.03785308663941, -77.1457595123982 39.03785256863622))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","fab5829e-3f64-430e-8e78-a74b418ba7f3"
"100,770","1,284.28",,"MULTILINESTRING ((-76.99441705161703 39.03790080152817, -76.99421152550258 39.03803781840626, -76.99385768912393 39.03820391351498, -76.99322747181098 39.038479648493116, -76.99208849538805 39.03893887707289, -76.9915212021874 39.03916758653795, -76.99136055811545 39.039281948927794, -76.99096928746577 39.03956043384533, -76.99061631090447 39.03977491251545))","LOCKWOOD","DR",,,"A30","0","0","2",,"30","MCG","MCG","0071b8e0-fd74-4245-abac-6feae5589256"
"35,526","226.012",,"MULTILINESTRING ((-77.09767631440127 39.03780243646697, -77.09772931244161 39.03794019116811, -77.09776283825124 39.037998508732315, -77.09781046975692 39.03807371732668, -77.09784838124457 39.0381209629296, -77.09793343297079 39.03820515010158, -77.09798497896104 39.0382465496952, -77.09804048227703 39.03828545700942, -77.09809025472047 39.038317162608166))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","c9391bea-4795-47dc-9f78-00d186ffdde2"
"131,279","285.154",,"MULTILINESTRING ((-77.1457595123982 39.03785256863622, -77.1460445563812 39.037791207639096, -77.14645931575765 39.0376782878763, -77.14671486429006 39.0376130156863))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","6ed4c147-bfab-4355-b796-caddf44e2de0"
"81,428","756.578",,"MULTILINESTRING ((-77.15410381696418 39.037455941017534, -77.15415140506511 39.03748376390373, -77.15422763876538 39.037530425553435, -77.1543025545823 39.037578119419756, -77.15437659258515 39.03762684312316, -77.15442771712216 39.03766186863151, -77.15447620149818 39.03769646971577, -77.15452424618098 39.037731756878344, -77.15457141206699 39.037767645122486, -77.1546718804143 39.037828089333125, -77.15473630797749 39.03790934482899, -77.15483065984243 39.037990131923394, -77.15488576812693 39.03803553472209, -77.15494131636886 39.038080850434135, -77.15499598602463 39.03812685370173, -77.15509749355962 39.0382593701532, -77.15523588916777 39.03835622939334, -77.15536907125653 39.03848381308364, -77.15550225382059 39.03861139571798, -77.15581890598787 39.03891917758946, -77.15585560210218 39.03899652290666))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","f7a8688f-25cc-46bc-a6ce-0cbed5f6d922"
"113,334","807.445",,"MULTILINESTRING ((-77.14139891109502 39.03746545699733, -77.14148830668856 39.03749606576733, -77.14164243255496 39.03754650320592, -77.14171069070778 39.03757001646177, -77.14177851049959 39.03759378694018, -77.14184632918338 39.037617558281326, -77.1419145876423 39.03764115699489, -77.14211099521997 39.037708616538644, -77.14230784032831 39.0377746168056, -77.14240691587676 39.037803412380654, -77.14248353078004 39.03782434049701, -77.14256102381464 39.03784423786546, -77.1426385148315 39.037863106457614, -77.14276223002801 39.037890069178765, -77.14285028052079 39.037907722167375, -77.14293876987777 39.03792417467209, -77.14302769560734 39.03793933841546, -77.14315932052502 39.037960370914625, -77.14326100730904 39.03797491893208, -77.1433635716923 39.03798817852589, -77.14354404420543 39.03800812112702, -77.14363779766595 39.0380166719307, -77.14373154837746 39.03802384982509, -77.14396041276318 39.038036096169314, -77.14411840663857 39.0380387330034))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","0883939f-9dea-4ec0-b1fa-adb161be20d4"
"52,629","228.542",,"MULTILINESTRING ((-76.99497685965704 39.0374525959321, -76.99482106319165 39.03760291469092, -76.99472512116425 39.03768528056801, -76.994617296915 39.0377676458192, -76.99441705161703 39.03790080152817))","LOCKWOOD","DR",,,"A30","0","0","2",,"30","MCG","MCG","1f7929f8-7c83-447d-a771-0bea1ec2af59"
"37,604","1,436.53",,"MULTILINESTRING ((-77.17419883036655 39.0361668051859, -77.17418763285818 39.03626661030642, -77.17417115286398 39.03636573686464, -77.17416115605178 39.036416717933136, -77.17415027888775 39.03646761563357, -77.17413808087919 39.036518256764104, -77.17411407976559 39.03660109248689, -77.17408873846456 39.036675778740744, -77.17405549278831 39.036757855299996, -77.17403361129404 39.03680773881856, -77.17401040872731 39.03685728108674, -77.17398632515591 39.03690648235039, -77.17391405306903 39.03704541851915, -77.17387242799676 39.03711978480087, -77.17383780540678 39.037178353923416, -77.17380230199092 39.03723666671028, -77.1737667987258 39.037295065062565, -77.173731735682 39.03735354832708, -77.17358052778182 39.03760663348226, -77.17338635361065 39.03792679262786, -77.17322464637027 39.03820657670868, -77.17304891230938 39.03850980601237, -77.17299244999313 39.038636533794815, -77.1729381891247 39.038763773558436, -77.17285728700665 39.038975482180255, -77.17279087703216 39.03917429853711, -77.17271007424416 39.03942684881869, -77.17266079365847 39.03961199790511, -77.17263766308568 39.03969199982662, -77.17261453267058 39.039772088219756, -77.17260322503436 39.039827619248264, -77.17259235788171 39.03988332077981))","GAINSBOROUGH","RD",,,"A30","0","0","2",,"40","MCG","MCG","f9992f94-9bd7-4790-97dd-b80f4f97303b"
"106,066","3,243.59","S","MULTILINESTRING ((-77.2173254300615 39.03707300010122, -77.21731106948208 39.03741434956616, -77.21729921679638 39.03756812964542, -77.21728692398973 39.037721911435966, -77.21727644929067 39.037894651069315, -77.2172655344689 39.03806739241273, -77.21726135995063 39.03814153350857, -77.217256745087 39.038215589843, -77.21725345070303 39.03828972930247, -77.21724839600616 39.03836387202775, -77.21723683073208 39.038467714942584, -77.21721875562109 39.03860151477339, -77.21720622529301 39.0386775594688, -77.21719024393234 39.03877643357221, -77.21716955199435 39.0389180464913, -77.21714930005477 39.03905965858589, -77.2171247615705 39.03923877407511, -77.2171015432118 39.03941788710344, -77.2170830549918 39.039560696683196, -77.21707618135031 39.03961570948083, -77.21706500652154 39.03970341986275, -77.21705427672424 39.03979276078918, -77.21704398698321 39.03988209999615, -77.21703369721905 39.03997144010117, -77.21702296733937 39.040060780118694, -77.21701436856078 39.04012737875945, -77.21700576950532 39.040193891821836, -77.2169967303455 39.040260405698454, -77.2169881315183 39.04032700433432, -77.2169683735582 39.04048654792099, -77.21694905586371 39.040646177160575, -77.21693752377041 39.040761173796355, -77.21693111482801 39.040824336264684, -77.21692555180857 39.04087625682042, -77.21691231233973 39.041008674730094, -77.2168990730851 39.04114117911197, -77.21688884804261 39.04125188273653, -77.21687994378036 39.04136275686643, -77.2168749538213 39.04145834955883, -77.21687151494082 39.041629704036666, -77.2168721547338 39.041695255897885, -77.21687696582566 39.04182987164922, -77.21688156311309 39.04189430096916, -77.2168874804416 39.04195864136428, -77.21689383788267 39.042022981843544, -77.21689843493442 39.04208732468251, -77.2169003608123 39.04214163471418, -77.21690096612913 39.042195860714045, -77.21690069124574 39.04225008834413, -77.21689827154142 39.04232259653547, -77.21688107240364 39.04245553609915, -77.216862124555 39.04259234067943, -77.21685264642025 39.04265936968584, -77.2168423000841 39.042730347659344, -77.21683195257228 39.04280132563292, -77.21682160619487 39.04287230360236, -77.21680398157238 39.04301013533794, -77.21678811756662 39.04314804938319, -77.21678045510507 39.04323326511873, -77.2167766464686 39.04328329518802, -77.21676716215434 39.043348351409115, -77.2167472356676 39.04345298163639, -77.2167320599333 39.04352791498809, -77.21671859027481 39.04358499918389, -77.21670423984997 39.043641912051854, -77.21668640222143 39.0437099014554, -77.21667079174173 39.04378663722401, -77.21666261714948 39.043848258909904, -77.21665669610465 39.04392729362969, -77.21665554733634 39.04398366859023, -77.21665703923314 39.04404003776199, -77.21666117154354 39.04409631646899, -77.21668267116618 39.04421923214564, -77.2167210268222 39.04438536010178, -77.21673929222898 39.044457829958645, -77.21675887775355 39.044530210889214, -77.21677846305734 39.044602506238654, -77.21679672883619 39.04467506075889, -77.21680968190502 39.0447373297326, -77.21682175528524 39.04479977148764, -77.21683426854271 39.044862126848706, -77.2168467829772 39.04492448220545, -77.2168771336248 39.04506316906185, -77.21690968419682 39.045201593297065, -77.2169292857899 39.045279123199734, -77.21695064711673 39.045356391303585, -77.21697555011248 39.04544043144852, -77.2170039144986 39.04550490223606, -77.21703359799196 39.045568941783834, -77.21707744156429 39.045657923773355, -77.2171482266565 39.04577765813783, -77.2172299736962 39.04588381579737))","GLEN","RD",,,"A30","0","0","2",,"40","MCG","MCG","28dd0a00-17f2-4fe3-b270-113b94d09d98"
"81,425","477.041",,"MULTILINESTRING ((-77.14671486429006 39.0376130156863, -77.14706804288042 39.037515358623494, -77.1473393944884 39.037431530997694, -77.14744142566634 39.03739982725065, -77.14774091501205 39.03730292218515, -77.14810063958727 39.03718019854029, -77.14826949954188 39.03711906463193))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","ade51325-0c72-48df-b2e7-00876c04dc13"
"35,525","268.782",,"MULTILINESTRING ((-77.09733739625953 39.03711424020598, -77.09738813479788 39.03720961016999, -77.09745302527136 39.037355763293824, -77.09750246225221 39.03746451944642, -77.09755983821093 39.037586054177595, -77.09762383793816 39.03772397091689, -77.09767631440127 39.03780243646697))","FLANDERS","AVE",,,"A40","0","0","2",,"30","MCG","MCG","c949f489-9e50-4546-93fb-c10bfc18b27b"
"81,420","276.067",,"MULTILINESTRING ((-77.13641222422903 39.03712481783524, -77.13649980795012 39.03712986387395, -77.13658738839378 39.03713259296216, -77.13667496307879 39.03713292042636, -77.13674361147187 39.03713155298883, -77.13683117576521 39.037126473673794, -77.13691873542753 39.0371189927334, -77.1369948512811 39.037110494592525, -77.13709735955426 39.037095874201064, -77.13721702354151 39.03707702951939, -77.13729577079587 39.03706389522087, -77.13737451752414 39.03705050323767))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","22cc4fdf-32c7-49d9-bd1c-df027ba12c59"
"81,422","766.561",,"MULTILINESTRING ((-77.13878212769312 39.036959951526015, -77.13892563422895 39.03698183227203, -77.13906782284344 39.03700543045519, -77.13915190483725 39.03702008853463, -77.13923598753695 39.03703508976223, -77.13940415237057 39.037064748827525, -77.1395793621333 39.03709568651126, -77.13975457055548 39.03712645187914, -77.13992933838661 39.03715687520282, -77.14010410684494 39.03718695415454, -77.1401763021377 39.03719896562667, -77.1402484972863 39.0372108914773, -77.14032113236051 39.03722273117886, -77.14039332789675 39.03723482899482, -77.1405500488031 39.03726295524613, -77.14070677455076 39.03729288380695, -77.14088815784095 39.03733016103429, -77.14100306765016 39.037355935431485, -77.14114264295905 39.03739249062336, -77.14125448433987 39.03742367334648, -77.14132669744056 39.037444436378394, -77.14139891109502 39.03746545699733))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","f4d3c973-3ef9-46c4-b2ce-56ac4e0fa69d"
"81,421","404.963",,"MULTILINESTRING ((-77.13737451752414 39.03705050323767, -77.13746733400676 39.03703065927633, -77.13757599391334 39.03701131188545, -77.13768465492282 39.03699256523395, -77.13786238853666 39.03696378407482, -77.1379732552274 39.036947865809985, -77.13807533181598 39.036937792369876, -77.13816069360199 39.03693177060652, -77.13824650027487 39.03692823719957, -77.13837808204165 39.03692816819598, -77.13846874296789 39.036931578653544, -77.13861266521162 39.03694161901571, -77.13878212769312 39.036959951526015))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","be928348-e953-495d-9bf1-81a85b54ee12"
"74,200","1,388.56",,"MULTILINESTRING ((-77.1589820733739 39.036882776179255, -77.15896780324925 39.037192800281254, -77.15895265898686 39.0375055712234, -77.15893289597102 39.03791788007135, -77.15892751651322 39.0380708732345, -77.15892301718475 39.03822386519725, -77.15892160852766 39.03838140025878, -77.15892240006413 39.03853884675051, -77.15892502834353 39.0387305261102, -77.15892985684877 39.03892211689729, -77.15894008301649 39.039165953754875, -77.15895470989867 39.039409699045486, -77.15896737058085 39.039561208345596, -77.15898091148979 39.03971271734467, -77.15905219247934 39.04069179853621))","SEVEN LOCKS","RD",,,"A30","0","0","2",,"40","MCG","MCG","929709e8-7d54-4124-84a6-cf8f96a661f4"
"81,419","389.521",,"MULTILINESTRING ((-77.13508754402301 39.03685839313184, -77.13525354092663 39.036906250761035, -77.13550404951731 39.03696301937316, -77.13563392549807 39.03699212823109, -77.13576380109205 39.03702097841219, -77.13588311038494 39.0370473535734, -77.13597292202004 39.03706629695147, -77.13608386079815 39.037087790221335, -77.13617806239598 39.037101666674616, -77.13627313924181 39.037112967512066, -77.13641222422903 39.03712481783524))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","69838367-da08-4e54-adc3-db7337390b05"
"81,426","771.549",,"MULTILINESTRING ((-77.14826949954188 39.03711906463193, -77.14848453389423 39.037042256332, -77.14883417430268 39.03693867827072, -77.14915566923399 39.036845172782314, -77.14929377016658 39.0368061284689, -77.14943275100686 39.036767597232526, -77.14954843031134 39.03673964952212, -77.14961660952194 39.03672471880721, -77.14968479050687 39.036710645623685, -77.1497529734506 39.03669751644927, -77.14989374957347 39.03667528437, -77.1499878961963 39.03666203622986, -77.1500824855642 39.03665007470723, -77.15025274913175 39.0366298636406, -77.15035570329735 39.03661960720692, -77.15045910137312 39.03661063647225, -77.15059858515315 39.03660230564278, -77.15067911038012 39.03659894197058, -77.1507600780272 39.03659669287897, -77.1508788939083 39.036595595734106))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","9b8dcad6-8c9e-4cf5-9d85-f39a13d458b7"
"81,427","985.882",,"MULTILINESTRING ((-77.1508788939083 39.036595595734106, -77.15101707931515 39.036597048002136, -77.151103778006 39.0365995953115, -77.15119047907325 39.03660325866021, -77.15127718288457 39.03660820920223, -77.15144663523868 39.03662060325528, -77.1515333456633 39.03662864248503, -77.15162006000196 39.03663796800568, -77.15170677558656 39.03664840956715, -77.15190751073732 39.03667852372381, -77.1520193285392 39.03669751181178, -77.15212322409843 39.03671599662605, -77.15222712324915 39.03673559564843, -77.15235523821977 39.03676134173426, -77.15244769569759 39.036781470717614, -77.15254015616904 39.03680297246219, -77.15267841721635 39.03684002998574, -77.15275327646005 39.03686164099708, -77.1528272566665 39.03688428183601, -77.15290123913115 39.036907952253806, -77.15306198261128 39.03696291332772, -77.1531465422021 39.03699369158178, -77.15322978424575 39.03702567318321, -77.1533799791991 39.03708596692531, -77.1534557413839 39.03711847253064, -77.15353106578856 39.037152008289524, -77.15363855443209 39.03720360631426, -77.15371873423575 39.037243828614955, -77.15379891746531 39.037285594848434, -77.15410381696418 39.037455941017534))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","a7e393a1-b425-4fd7-b86b-d38620ed827e"
"81,418","437.997",,"MULTILINESTRING ((-77.13360652118176 39.03652400446531, -77.13406571029155 39.03662927351813, -77.13449407919964 39.036725653640865, -77.13487755195297 39.03681659168546, -77.13508754402301 39.03685839313184))","TUCKERMAN","LN",,,"A30","0","0","2",,"40","MCG","MCG","358830ef-d403-442d-96ff-872cbd397f82"
"52,628","440.443",,"MULTILINESTRING ((-76.99595343538725 39.03651335435741, -76.99564537122386 39.03680344145246, -76.99558243671996 39.03686161258067, -76.99553974744474 39.0369036545224, -76.99549661815874 39.036943979485144, -76.9954341243858 39.03700601232621, -76.99532850092734 39.03710982934646, -76.9952228771782 39.03721338863704, -76.99516258341944 39.03727344774209, -76.99506444101098 39.037368255815124, -76.99497685965704 39.0374525959321))","LOCKWOOD","DR",,,"A30","0","0","2",,"30","MCG","MCG","e7cfffab-5673-4aac-8b43-1c92f79417eb"
